,image,xmin,ymin,xmax,ymax,label,path
40,00049IMG_00049_BURST20190912100618.jpg,826.9207709,981.2990354,1990.638116,1952.102894,Eocanthecona_Bug,Eocanthecona_Bug/00049IMG_00049_BURST20190912100618.jpg
41,00049IMG_00049_BURST20190912100850.jpg,1408.779443,1280.411576,2221.284797,2120.025723,Eocanthecona_Bug,Eocanthecona_Bug/00049IMG_00049_BURST20190912100850.jpg
42,00049IMG_00049_BURST20190912101022.jpg,900.3083512,1810.418006,1749.507495,2581.813505,Eocanthecona_Bug,Eocanthecona_Bug/00049IMG_00049_BURST20190912101022.jpg
43,00049IMG_00049_BURST20190912100516.jpg,1204.342612,524.7588424,2294.672377,1521.800643,Eocanthecona_Bug,Eocanthecona_Bug/00049IMG_00049_BURST20190912100516.jpg
44,00049IMG_00049_BURST20190912100717.jpg,874.0985011,676.9389068,1870.072805,1611.009646,Eocanthecona_Bug,Eocanthecona_Bug/00049IMG_00049_BURST20190912100717.jpg
45,00049IMG_00049_BURST20190913102732.jpg,758.7751606,1343.382637,1403.537473,1873.389068,Eocanthecona_Bug,Eocanthecona_Bug/00049IMG_00049_BURST20190913102732.jpg
46,00049IMG_00049_BURST20190913102614.jpg,821.6788009,944.5659164,1335.391863,1443.086817,Eocanthecona_Bug,Eocanthecona_Bug/00049IMG_00049_BURST20190913102614.jpg
47,00049IMG_00049_BURST20190912101631.jpg,2336.608137,262.3794212,2441.447537,419.807074,Eocanthecona_Bug,Eocanthecona_Bug/00049IMG_00049_BURST20190912101631.jpg
48,00049IMG_00049_BURST20190912101457.jpg,1394.471653,747.7813505,2107.118215,1641.18328,Eocanthecona_Bug,Eocanthecona_Bug/00049IMG_00049_BURST20190912101457.jpg
49,00049IMG_00049_BURST20190912101836.jpg,1064.119914,708.4244373,1665.635974,1317.144695,Eocanthecona_Bug,Eocanthecona_Bug/00049IMG_00049_BURST20190912101836.jpg
50,00050IMG_00050_BURST20190912100516.jpg,1408.779443,404.0643087,2441.447537,1264.66881,Eocanthecona_Bug,Eocanthecona_Bug/00050IMG_00050_BURST20190912100516.jpg
51,00049IMG_00049_BURST20190913103037.jpg,862.9396864,830.4308682,1418.095296,1361.749196,Eocanthecona_Bug,Eocanthecona_Bug/00049IMG_00049_BURST20190913103037.jpg
52,00049IMG_00049_BURST20190913115038.jpg,1209.584582,1621.504823,1550.312634,1999.33119,Eocanthecona_Bug,Eocanthecona_Bug/00049IMG_00049_BURST20190913115038.jpg
53,00049IMG_00049_BURST20190913102845.jpg,811.1948608,1091.498392,1555.554604,1715.961415,Eocanthecona_Bug,Eocanthecona_Bug/00049IMG_00049_BURST20190913102845.jpg
54,00050IMG_00050_BURST20190912100618.jpg,496.6766595,1112.488746,1524.102784,1978.340836,Eocanthecona_Bug,Eocanthecona_Bug/00050IMG_00050_BURST20190912100618.jpg
55,00050IMG_00050_BURST20190912100850.jpg,1440.231263,1338.135048,2137.413276,2067.549839,Eocanthecona_Bug,Eocanthecona_Bug/00050IMG_00050_BURST20190912100850.jpg
56,00050IMG_00050_BURST20190912100717.jpg,926.5182013,703.1768489,1702.329764,1569.028939,Eocanthecona_Bug,Eocanthecona_Bug/00050IMG_00050_BURST20190912100717.jpg
57,00050IMG_00050_BURST20190912101631.jpg,1644.668094,5.247588424,2448.0,750.4051447,Eocanthecona_Bug,Eocanthecona_Bug/00050IMG_00050_BURST20190912101631.jpg
58,00050IMG_00050_BURST20190912101457.jpg,1181.858866,771.3954984,1945.689988,1637.247588,Eocanthecona_Bug,Eocanthecona_Bug/00050IMG_00050_BURST20190912101457.jpg
59,00050IMG_00050_BURST20190912101022.jpg,837.4047109,1663.485531,1623.700214,2382.405145,Eocanthecona_Bug,Eocanthecona_Bug/00050IMG_00050_BURST20190912101022.jpg
60,00050IMG_00050_BURST20190913102732.jpg,905.5503212,1385.363344,1508.376874,1883.884244,Eocanthecona_Bug,Eocanthecona_Bug/00050IMG_00050_BURST20190913102732.jpg
61,00050IMG_00050_BURST20190913102845.jpg,596.2740899,1180.707395,1314.423983,1862.893891,Eocanthecona_Bug,Eocanthecona_Bug/00050IMG_00050_BURST20190913102845.jpg
62,00050IMG_00050_BURST20190912101836.jpg,1130.955032,776.6430868,1691.845824,1511.305466,Eocanthecona_Bug,Eocanthecona_Bug/00050IMG_00050_BURST20190912101836.jpg
63,00050IMG_00050_BURST20190913103037.jpg,886.5633293,936.6945338,1429.907117,1487.691318,Eocanthecona_Bug,Eocanthecona_Bug/00050IMG_00050_BURST20190913103037.jpg
64,00050IMG_00050_BURST20190913102614.jpg,874.0985011,1222.688103,1466.441113,1637.247588,Eocanthecona_Bug,Eocanthecona_Bug/00050IMG_00050_BURST20190913102614.jpg
65,00051IMG_00051_BURST20190912100516.jpg,0.0,1726.456592,161.1905782,2382.405145,Eocanthecona_Bug,Eocanthecona_Bug/00051IMG_00051_BURST20190912100516.jpg
66,00051IMG_00051_BURST20190912100850.jpg,1639.426124,1117.736334,2326.124197,1946.855305,Eocanthecona_Bug,Eocanthecona_Bug/00051IMG_00051_BURST20190912100850.jpg
67,00051IMG_00051_BURST20190912100717.jpg,853.130621,729.414791,1697.087794,1532.29582,Eocanthecona_Bug,Eocanthecona_Bug/00051IMG_00051_BURST20190912100717.jpg
68,00050IMG_00050_BURST20190913115038.jpg,1429.747323,1579.524116,1796.685225,1925.864952,Eocanthecona_Bug,Eocanthecona_Bug/00050IMG_00050_BURST20190913115038.jpg
69,00051IMG_00051_BURST20190912100618.jpg,596.2740899,1117.736334,1597.490364,1883.884244,Eocanthecona_Bug,Eocanthecona_Bug/00051IMG_00051_BURST20190912100618.jpg
70,00051IMG_00051_BURST20190912101457.jpg,1355.098914,684.8102894,2166.177322,1590.019293,Eocanthecona_Bug,Eocanthecona_Bug/00051IMG_00051_BURST20190912101457.jpg
71,00051IMG_00051_BURST20190912101836.jpg,1209.584582,477.5305466,1780.959315,1091.498392,Eocanthecona_Bug,Eocanthecona_Bug/00051IMG_00051_BURST20190912101836.jpg
72,00051IMG_00051_BURST20190912101022.jpg,1041.841542,1584.771704,1681.361884,2298.44373,Eocanthecona_Bug,Eocanthecona_Bug/00051IMG_00051_BURST20190912101022.jpg
73,00051IMG_00051_BURST20190912101631.jpg,1220.068522,362.0836013,2163.623126,1201.697749,Eocanthecona_Bug,Eocanthecona_Bug/00051IMG_00051_BURST20190912101631.jpg
74,00051IMG_00051_BURST20190913102614.jpg,816.4368308,1049.517685,1403.537473,1469.324759,Eocanthecona_Bug,Eocanthecona_Bug/00051IMG_00051_BURST20190913102614.jpg
75,00052IMG_00052_BURST20190912100516.jpg,1875.314775,1081.003215,2448.0,1542.790997,Eocanthecona_Bug,Eocanthecona_Bug/00052IMG_00052_BURST20190912100516.jpg
76,00051IMG_00051_BURST20190913102845.jpg,596.2740899,1296.154341,1256.762313,1831.40836,Eocanthecona_Bug,Eocanthecona_Bug/00051IMG_00051_BURST20190913102845.jpg
77,00051IMG_00051_BURST20190913102732.jpg,910.7922912,1306.649518,1571.280514,1878.636656,Eocanthecona_Bug,Eocanthecona_Bug/00051IMG_00051_BURST20190913102732.jpg
78,00051IMG_00051_BURST20190913115038.jpg,1235.794433,1805.170418,1618.458244,2182.996785,Eocanthecona_Bug,Eocanthecona_Bug/00051IMG_00051_BURST20190913115038.jpg
79,00051IMG_00051_BURST20190913103037.jpg,870.814234,897.3376206,1398.408926,1471.948553,Eocanthecona_Bug,Eocanthecona_Bug/00051IMG_00051_BURST20190913103037.jpg
80,00052IMG_00052_BURST20190912100717.jpg,496.6766595,1054.765273,1414.021413,1784.180064,Eocanthecona_Bug,Eocanthecona_Bug/00052IMG_00052_BURST20190912100717.jpg
81,00052IMG_00052_BURST20190912101457.jpg,1173.984318,905.2090032,1760.638118,1656.926045,Eocanthecona_Bug,Eocanthecona_Bug/00052IMG_00052_BURST20190912101457.jpg
82,00052IMG_00052_BURST20190912100850.jpg,1550.312634,934.0707395,2305.156317,1815.665595,Eocanthecona_Bug,Eocanthecona_Bug/00052IMG_00052_BURST20190912100850.jpg
83,00052IMG_00052_BURST20190912101022.jpg,1057.567452,1611.009646,1754.749465,2282.700965,Eocanthecona_Bug,Eocanthecona_Bug/00052IMG_00052_BURST20190912101022.jpg
84,00052IMG_00052_BURST20190912100618.jpg,627.7259101,1065.26045,1497.892934,1757.942122,Eocanthecona_Bug,Eocanthecona_Bug/00052IMG_00052_BURST20190912100618.jpg
85,00052IMG_00052_BURST20190912101836.jpg,1303.940043,509.0160772,1881.867238,1185.954984,Eocanthecona_Bug,Eocanthecona_Bug/00052IMG_00052_BURST20190912101836.jpg
86,00052IMG_00052_BURST20190912101631.jpg,1094.261242,734.6623794,2074.509636,1742.199357,Eocanthecona_Bug,Eocanthecona_Bug/00052IMG_00052_BURST20190912101631.jpg
87,00052IMG_00052_BURST20190913102845.jpg,601.51606,1311.897106,1298.698073,1941.607717,Eocanthecona_Bug,Eocanthecona_Bug/00052IMG_00052_BURST20190913102845.jpg
88,00052IMG_00052_BURST20190913102732.jpg,727.3233405,1175.459807,1298.698073,1658.237942,Eocanthecona_Bug,Eocanthecona_Bug/00052IMG_00052_BURST20190913102732.jpg
89,00052IMG_00052_BURST20190913102614.jpg,868.856531,1075.755627,1356.359743,1416.848875,Eocanthecona_Bug,Eocanthecona_Bug/00052IMG_00052_BURST20190913102614.jpg
90,00053IMG_00053_BURST20190912100516.jpg,1141.438972,997.0418006,1864.830835,1553.286174,Eocanthecona_Bug,Eocanthecona_Bug/00053IMG_00053_BURST20190912100516.jpg
91,00052IMG_00052_BURST20190913103037.jpg,859.0024125,865.85209,1441.718938,1468.012862,Eocanthecona_Bug,Eocanthecona_Bug/00052IMG_00052_BURST20190913103037.jpg
92,00052IMG_00052_BURST20190913115038.jpg,1319.665953,1637.247588,1712.813704,2030.81672,Eocanthecona_Bug,Eocanthecona_Bug/00052IMG_00052_BURST20190913115038.jpg
93,00053IMG_00053_BURST20190912100717.jpg,632.9678801,960.3086817,1466.441113,1742.199357,Eocanthecona_Bug,Eocanthecona_Bug/00053IMG_00053_BURST20190912100717.jpg
94,00053IMG_00053_BURST20190912100618.jpg,680.1456103,1101.993569,1487.408994,1815.665595,Eocanthecona_Bug,Eocanthecona_Bug/00053IMG_00053_BURST20190912100618.jpg
95,00053IMG_00053_BURST20190912101022.jpg,978.9379015,1605.762058,1733.781585,2219.729904,Eocanthecona_Bug,Eocanthecona_Bug/00053IMG_00053_BURST20190912101022.jpg
96,00053IMG_00053_BURST20190912100850.jpg,1335.391863,944.5659164,2053.541756,1805.170418,Eocanthecona_Bug,Eocanthecona_Bug/00053IMG_00053_BURST20190912100850.jpg
97,00053IMG_00053_BURST20190912101836.jpg,1026.115632,10.49517685,1597.490364,708.4244373,Eocanthecona_Bug,Eocanthecona_Bug/00053IMG_00053_BURST20190912101836.jpg
98,00053IMG_00053_BURST20190912101457.jpg,1583.460796,999.6655949,2390.60193,1912.745981,Eocanthecona_Bug,Eocanthecona_Bug/00053IMG_00053_BURST20190912101457.jpg
99,00053IMG_00053_BURST20190912101631.jpg,760.0856531,524.7588424,1791.443255,1490.315113,Eocanthecona_Bug,Eocanthecona_Bug/00053IMG_00053_BURST20190912101631.jpg
100,00053IMG_00053_BURST20190913102614.jpg,732.5653105,1149.221865,1324.907923,1616.257235,Eocanthecona_Bug,Eocanthecona_Bug/00053IMG_00053_BURST20190913102614.jpg
101,00053IMG_00053_BURST20190913103037.jpg,823.5669481,854.0450161,1386.597105,1562.469453,Eocanthecona_Bug,Eocanthecona_Bug/00053IMG_00053_BURST20190913103037.jpg
102,00053IMG_00053_BURST20190913102845.jpg,617.24197,1285.659164,1340.633833,1768.437299,Eocanthecona_Bug,Eocanthecona_Bug/00053IMG_00053_BURST20190913102845.jpg
103,00053IMG_00053_BURST20190913115038.jpg,1361.601713,1490.315113,1670.877944,1784.180064,Eocanthecona_Bug,Eocanthecona_Bug/00053IMG_00053_BURST20190913115038.jpg
104,00053IMG_00053_BURST20190913102732.jpg,816.4368308,1401.106109,1298.698073,1904.874598,Eocanthecona_Bug,Eocanthecona_Bug/00053IMG_00053_BURST20190913102732.jpg
105,00054IMG_00054_BURST20190912100516.jpg,1272.488223,902.585209,2084.993576,1584.771704,Eocanthecona_Bug,Eocanthecona_Bug/00054IMG_00054_BURST20190912100516.jpg
106,00054IMG_00054_BURST20190912100850.jpg,1267.246253,997.0418006,1901.524625,1810.418006,Eocanthecona_Bug,Eocanthecona_Bug/00054IMG_00054_BURST20190912100850.jpg
107,00054IMG_00054_BURST20190912100618.jpg,669.6616702,1143.974277,1482.167024,1847.151125,Eocanthecona_Bug,Eocanthecona_Bug/00054IMG_00054_BURST20190912100618.jpg
108,00054IMG_00054_BURST20190912100717.jpg,648.6937901,907.8327974,1518.860814,1694.971061,Eocanthecona_Bug,Eocanthecona_Bug/00054IMG_00054_BURST20190912100717.jpg
109,00054IMG_00054_BURST20190912101022.jpg,1083.777302,1731.70418,1639.426124,2392.900322,Eocanthecona_Bug,Eocanthecona_Bug/00054IMG_00054_BURST20190912101022.jpg
110,00054IMG_00054_BURST20190912101631.jpg,952.7280514,897.3376206,1969.670236,1847.151125,Eocanthecona_Bug,Eocanthecona_Bug/00054IMG_00054_BURST20190912101631.jpg
111,00054IMG_00054_BURST20190913102614.jpg,784.9850107,1233.18328,1356.359743,1642.495177,Eocanthecona_Bug,Eocanthecona_Bug/00054IMG_00054_BURST20190913102614.jpg
112,00054IMG_00054_BURST20190912101457.jpg,1926.003619,574.6109325,2666.211098,1597.890675,Eocanthecona_Bug,Eocanthecona_Bug/00054IMG_00054_BURST20190912101457.jpg
113,00054IMG_00054_BURST20190912101836.jpg,821.6788009,430.3022508,1466.441113,1185.954984,Eocanthecona_Bug,Eocanthecona_Bug/00054IMG_00054_BURST20190912101836.jpg
114,00054IMG_00054_BURST20190913102732.jpg,722.0813704,1406.353698,1335.391863,1915.369775,Eocanthecona_Bug,Eocanthecona_Bug/00054IMG_00054_BURST20190913102732.jpg
115,00054IMG_00054_BURST20190913103037.jpg,1181.858866,869.7877814,1713.390832,1503.434084,Eocanthecona_Bug,Eocanthecona_Bug/00054IMG_00054_BURST20190913103037.jpg
116,00054IMG_00054_BURST20190913102845.jpg,774.5010707,965.5562701,1639.426124,1694.971061,Eocanthecona_Bug,Eocanthecona_Bug/00054IMG_00054_BURST20190913102845.jpg
117,00055IMG_00055_BURST20190912100618.jpg,706.3554604,1259.421222,1560.796574,1841.903537,Eocanthecona_Bug,Eocanthecona_Bug/00055IMG_00055_BURST20190912100618.jpg
118,00055IMG_00055_BURST20190912100516.jpg,1073.293362,844.8617363,1896.282655,1464.07717,Eocanthecona_Bug,Eocanthecona_Bug/00055IMG_00055_BURST20190912100516.jpg
119,00054IMG_00054_BURST20190913115038.jpg,1330.149893,1327.639871,1691.845824,1700.21865,Eocanthecona_Bug,Eocanthecona_Bug/00054IMG_00054_BURST20190913115038.jpg
120,00055IMG_00055_BURST20190912101457.jpg,1359.036188,708.4244373,2122.86731,1605.762058,Eocanthecona_Bug,Eocanthecona_Bug/00055IMG_00055_BURST20190912101457.jpg
121,00055IMG_00055_BURST20190912100717.jpg,648.6937901,928.8231511,1487.408994,1679.228296,Eocanthecona_Bug,Eocanthecona_Bug/00055IMG_00055_BURST20190912100717.jpg
122,00055IMG_00055_BURST20190912101631.jpg,910.7922912,923.5755627,2090.235546,1826.160772,Eocanthecona_Bug,Eocanthecona_Bug/00055IMG_00055_BURST20190912101631.jpg
123,00055IMG_00055_BURST20190912101022.jpg,1015.631692,1894.379421,1712.813704,2513.594855,Eocanthecona_Bug,Eocanthecona_Bug/00055IMG_00055_BURST20190912101022.jpg
124,00055IMG_00055_BURST20190912100850.jpg,1230.552463,991.7942122,1943.460385,1852.398714,Eocanthecona_Bug,Eocanthecona_Bug/00055IMG_00055_BURST20190912100850.jpg
125,00055IMG_00055_BURST20190913102732.jpg,811.1948608,1332.88746,1434.989293,1826.160772,Eocanthecona_Bug,Eocanthecona_Bug/00055IMG_00055_BURST20190913102732.jpg
126,00055IMG_00055_BURST20190913103037.jpg,1099.176116,1027.215434,1575.586248,1570.340836,Eocanthecona_Bug,Eocanthecona_Bug/00055IMG_00055_BURST20190913103037.jpg
127,00055IMG_00055_BURST20190912101836.jpg,355.143469,666.4437299,1162.406852,1537.543408,Eocanthecona_Bug,Eocanthecona_Bug/00055IMG_00055_BURST20190912101836.jpg
128,00055IMG_00055_BURST20190913102845.jpg,952.7280514,907.8327974,1786.201285,1516.553055,Eocanthecona_Bug,Eocanthecona_Bug/00055IMG_00055_BURST20190913102845.jpg
129,00055IMG_00055_BURST20190913102614.jpg,879.3404711,1873.389068,1466.441113,2419.138264,Eocanthecona_Bug,Eocanthecona_Bug/00055IMG_00055_BURST20190913102614.jpg
130,00055IMG_00055_BURST20190913115038.jpg,1466.441113,913.0803859,1922.492505,1353.877814,Eocanthecona_Bug,Eocanthecona_Bug/00055IMG_00055_BURST20190913115038.jpg
131,00056IMG_00056_BURST20190912100850.jpg,1293.456103,918.3279743,1901.524625,1673.980707,Eocanthecona_Bug,Eocanthecona_Bug/00056IMG_00056_BURST20190912100850.jpg
132,00056IMG_00056_BURST20190912100618.jpg,706.3554604,1248.926045,1445.473233,1862.893891,Eocanthecona_Bug,Eocanthecona_Bug/00056IMG_00056_BURST20190912100618.jpg
133,00056IMG_00056_BURST20190912100516.jpg,1130.955032,760.9003215,2058.783726,1422.096463,Eocanthecona_Bug,Eocanthecona_Bug/00056IMG_00056_BURST20190912100516.jpg
134,00056IMG_00056_BURST20190912100717.jpg,737.8072805,829.1189711,1560.796574,1637.247588,Eocanthecona_Bug,Eocanthecona_Bug/00056IMG_00056_BURST20190912100717.jpg
135,00056IMG_00056_BURST20190912101022.jpg,1031.357602,2030.81672,1733.781585,2671.022508,Eocanthecona_Bug,Eocanthecona_Bug/00056IMG_00056_BURST20190912101022.jpg
136,00056IMG_00056_BURST20190912101836.jpg,570.0642398,844.8617363,1141.438972,1422.096463,Eocanthecona_Bug,Eocanthecona_Bug/00056IMG_00056_BURST20190912101836.jpg
137,00056IMG_00056_BURST20190912101631.jpg,1062.809422,739.9099678,2090.235546,1595.266881,Eocanthecona_Bug,Eocanthecona_Bug/00056IMG_00056_BURST20190912101631.jpg
138,00056IMG_00056_BURST20190913102614.jpg,732.5653105,1673.980707,1366.843683,2193.491961,Eocanthecona_Bug,Eocanthecona_Bug/00056IMG_00056_BURST20190913102614.jpg
139,00056IMG_00056_BURST20190912101457.jpg,1319.66345,771.3954984,2103.180941,1688.411576,Eocanthecona_Bug,Eocanthecona_Bug/00056IMG_00056_BURST20190912101457.jpg
140,00056IMG_00056_BURST20190913102732.jpg,895.0663812,1395.858521,1461.199143,1878.636656,Eocanthecona_Bug,Eocanthecona_Bug/00056IMG_00056_BURST20190913102732.jpg
141,00056IMG_00056_BURST20190913103037.jpg,1201.545235,1153.157556,1595.272618,1735.639871,Eocanthecona_Bug,Eocanthecona_Bug/00056IMG_00056_BURST20190913103037.jpg
142,00056IMG_00056_BURST20190913115038.jpg,1377.327623,1070.508039,1796.685225,1432.59164,Eocanthecona_Bug,Eocanthecona_Bug/00056IMG_00056_BURST20190913115038.jpg
143,00056IMG_00056_BURST20190913102845.jpg,1057.567452,871.0996785,1817.653105,1521.800643,Eocanthecona_Bug,Eocanthecona_Bug/00056IMG_00056_BURST20190913102845.jpg
144,00057IMG_00057_BURST20190912100516.jpg,1125.713062,739.9099678,1985.396146,1453.581994,Eocanthecona_Bug,Eocanthecona_Bug/00057IMG_00057_BURST20190912100516.jpg
145,00057IMG_00057_BURST20190912100850.jpg,1293.456103,771.3954984,1896.282655,1537.543408,Eocanthecona_Bug,Eocanthecona_Bug/00057IMG_00057_BURST20190912100850.jpg
146,00057IMG_00057_BURST20190912100717.jpg,680.1456103,734.6623794,1550.312634,1532.29582,Eocanthecona_Bug,Eocanthecona_Bug/00057IMG_00057_BURST20190912100717.jpg
147,00057IMG_00057_BURST20190912101457.jpg,1418.095296,1027.215434,2213.424608,1877.324759,Eocanthecona_Bug,Eocanthecona_Bug/00057IMG_00057_BURST20190912101457.jpg
